run_accession	sample_accession	sample_alias	study_title	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
SRR32270712	SAMN46705744	HD0031120-BJ524	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607980	PRJNA1219970	2104	Mycoplasmoides pneumoniae	92657400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/012/SRR32270712/SRR32270712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/012/SRR32270712/SRR32270712_2.fastq.gz	874f49b5435b1eb1c3eb94674f450a9b;dc4e5347a140e9934c975d14c200f6f7
SRR32270713	SAMN46705743	HD0031119-BJ514	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607979	PRJNA1219970	2104	Mycoplasmoides pneumoniae	190729800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/013/SRR32270713/SRR32270713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/013/SRR32270713/SRR32270713_2.fastq.gz	b4b6ee47083c5d9f60f8b1a16687325c;0bc804d764b1f91e6af32c011ffc4e95
SRR32270714	SAMN46705742	HD0031118-BJ450	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607978	PRJNA1219970	2104	Mycoplasmoides pneumoniae	110658000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/014/SRR32270714/SRR32270714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/014/SRR32270714/SRR32270714_2.fastq.gz	fde7cbfa6b0b5f7d674fa0d7948227a4;7d2b486ba498a256cdb1f6e79d8fbb26
SRR32270715	SAMN46705741	HD0031117-BJ444	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607977	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2039439300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/015/SRR32270715/SRR32270715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/015/SRR32270715/SRR32270715_2.fastq.gz	5f968903cd8dc9f7442b52d28ad76267;00f7c062a32af534d026fe969b0a9167
SRR32270716	SAMN46705588	A328	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607976	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1731403200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/016/SRR32270716/SRR32270716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/016/SRR32270716/SRR32270716_2.fastq.gz	08528bddc83d62781ec3488af50d1a82;460fa71130362d948db6ef69776899f5
SRR32270717	SAMN46705740	HD0031115-BJ410	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607975	PRJNA1219970	2104	Mycoplasmoides pneumoniae	87845400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/017/SRR32270717/SRR32270717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/017/SRR32270717/SRR32270717_2.fastq.gz	a430573d427bdb2914992e547c1329f0;b5e130d50974306682883e456b3e45ef
SRR32270718	SAMN46705739	HD0031114-BJ383	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607974	PRJNA1219970	2104	Mycoplasmoides pneumoniae	242404800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/018/SRR32270718/SRR32270718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/018/SRR32270718/SRR32270718_2.fastq.gz	9a6ea1751f154c886905f147b5813f87;a0058fc9bc575cc3c69f330854609854
SRR32270719	SAMN46705738	HD0031113-BJ366	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607973	PRJNA1219970	2104	Mycoplasmoides pneumoniae	185109600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/019/SRR32270719/SRR32270719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/019/SRR32270719/SRR32270719_2.fastq.gz	74cc0f3e0d9a3f01fd2b9c57885eae68;ab834d80b9cc9c0192b3ee5000d5bfb1
SRR32270720	SAMN46705737	HD0031112-BJ353	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607972	PRJNA1219970	2104	Mycoplasmoides pneumoniae	83078700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/020/SRR32270720/SRR32270720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/020/SRR32270720/SRR32270720_2.fastq.gz	85389e26964e0882c3f618b372c4e507;5376d6caacc0ae5d9cee32a25f72ee1a
SRR32270721	SAMN46705736	HD0031110-BJ279	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607971	PRJNA1219970	2104	Mycoplasmoides pneumoniae	123209700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/021/SRR32270721/SRR32270721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/021/SRR32270721/SRR32270721_2.fastq.gz	241897ee76764c1ba585e2f41ebd9dbf;bb86f861f6298736923ce71d615d0594
SRR32270722	SAMN46705735	HD0031109-BJ232	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607970	PRJNA1219970	2104	Mycoplasmoides pneumoniae	92779200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/022/SRR32270722/SRR32270722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/022/SRR32270722/SRR32270722_2.fastq.gz	8bb46d92718fd20bf804c2a1ae1ee916;d3916a85761de849120d92658d161c55
SRR32270723	SAMN46705734	HD0031108-BJ206	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607969	PRJNA1219970	2104	Mycoplasmoides pneumoniae	205096500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/023/SRR32270723/SRR32270723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/023/SRR32270723/SRR32270723_2.fastq.gz	e29971250c68ec031a740bba1900e2d6;4f0f9c92cd5714b9bad24bc2b4140e30
SRR32270724	SAMN46705733	HD0031107-BJ200	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607968	PRJNA1219970	2104	Mycoplasmoides pneumoniae	284259300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/024/SRR32270724/SRR32270724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/024/SRR32270724/SRR32270724_2.fastq.gz	f5d1992e5272475ebfeea8f5a70ce4f5;814128d8093a996159babe88e71bebb8
SRR32270725	SAMN46705732	HD0031106-BJ177	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607967	PRJNA1219970	2104	Mycoplasmoides pneumoniae	149854200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/025/SRR32270725/SRR32270725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/025/SRR32270725/SRR32270725_2.fastq.gz	92aa429059d7c9b48964c14fae001f68;4e60557f3c7dabee64eb59f20a8ab15b
SRR32270726	SAMN46705731	HD0031105-BJ171	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607966	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1411263900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/026/SRR32270726/SRR32270726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/026/SRR32270726/SRR32270726_2.fastq.gz	be2e319f3f53c3b467066a4c25d263aa;d2c73a7126170e4ac726fc0f08c31a62
SRR32270727	SAMN46705587	A306	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607965	PRJNA1219970	2104	Mycoplasmoides pneumoniae	360180900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/027/SRR32270727/SRR32270727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/027/SRR32270727/SRR32270727_2.fastq.gz	50bd232c017862cc726c6ec2cd689f39;4c906035a027dc86d49953fc43538295
SRR32270728	SAMN46705730	HD0031104-BJ147	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607964	PRJNA1219970	2104	Mycoplasmoides pneumoniae	252528600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/028/SRR32270728/SRR32270728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/028/SRR32270728/SRR32270728_2.fastq.gz	2f3b776fa93b5e37c256334f6751c52e;9b885febcf19c7a5733a64e99ecd11ed
SRR32270729	SAMN46705729	HD0031103-BJ140	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607963	PRJNA1219970	2104	Mycoplasmoides pneumoniae	186828000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/029/SRR32270729/SRR32270729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/029/SRR32270729/SRR32270729_2.fastq.gz	e121561434dabc03223df464b12cd0d0;bf3221d2531874c2b08c2cd5f18dd1b7
SRR32270730	SAMN46705728	HD0031102-BJ134	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607962	PRJNA1219970	2104	Mycoplasmoides pneumoniae	119762700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/030/SRR32270730/SRR32270730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/030/SRR32270730/SRR32270730_2.fastq.gz	c3a888a2b2680f8686912e099f2d399a;4119e42142c0f37c151764e6e48f7bf6
SRR32270731	SAMN46705727	HD0031101-BJ117	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607961	PRJNA1219970	2104	Mycoplasmoides pneumoniae	129613200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/031/SRR32270731/SRR32270731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/031/SRR32270731/SRR32270731_2.fastq.gz	07e393228b4643aea82357a46241a786;95eccc38e7fd5a66babaa837b78e6cf3
SRR32270732	SAMN46705726	HD0031100-BJ111	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607960	PRJNA1219970	2104	Mycoplasmoides pneumoniae	87878400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/032/SRR32270732/SRR32270732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/032/SRR32270732/SRR32270732_2.fastq.gz	c483852e0a74212335f4ec51e0d6625a;a1f5a748f112d8d9f289ca6603de7920
SRR32270733	SAMN46705725	HD0031099-BJ97	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607959	PRJNA1219970	2104	Mycoplasmoides pneumoniae	151044900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/033/SRR32270733/SRR32270733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/033/SRR32270733/SRR32270733_2.fastq.gz	480a3a49bae672d3097c0442b267354e;9d80ca194a0a4dea681dde7bd38bf8ab
SRR32270734	SAMN46705724	HD0031098-BJ91	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607958	PRJNA1219970	2104	Mycoplasmoides pneumoniae	163567200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/034/SRR32270734/SRR32270734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/034/SRR32270734/SRR32270734_2.fastq.gz	d18991b3d83423f281515d3e2f75dc7e;1afd8cf194f2726543ee6e5c9fe0df96
SRR32270735	SAMN46705723	HD0031097-BJ87	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607957	PRJNA1219970	2104	Mycoplasmoides pneumoniae	189919800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/035/SRR32270735/SRR32270735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/035/SRR32270735/SRR32270735_2.fastq.gz	f028e7ae01bbe1d69cf884bba4ae6680;2680efa81f6b33f0e06d8d57fd03474c
SRR32270736	SAMN46705722	HD0031096-BJ76	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607956	PRJNA1219970	2104	Mycoplasmoides pneumoniae	68010900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/036/SRR32270736/SRR32270736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/036/SRR32270736/SRR32270736_2.fastq.gz	5d2dbbc4953957801e71f2873d5f2601;546ef586d544ec096368a40114678dd2
SRR32270737	SAMN46705721	HD0031095-BJ72	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607955	PRJNA1219970	2104	Mycoplasmoides pneumoniae	203035500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/037/SRR32270737/SRR32270737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/037/SRR32270737/SRR32270737_2.fastq.gz	4e667192450d125e76a8bf990448cf9d;b48457d029ad0dcda6e67ecd24f172fc
SRR32270738	SAMN46705586	A301	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607954	PRJNA1219970	2104	Mycoplasmoides pneumoniae	875251200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/038/SRR32270738/SRR32270738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/038/SRR32270738/SRR32270738_2.fastq.gz	c9c993ae9cf704bfa6c411b8618bdd94;421523a9733a0d836928debbd85f0dbd
SRR32270739	SAMN46705720	HD0031094-BJ64	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607953	PRJNA1219970	2104	Mycoplasmoides pneumoniae	85042200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/039/SRR32270739/SRR32270739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/039/SRR32270739/SRR32270739_2.fastq.gz	8700ec790a7622eb902bfdca8c9436a8;98e31c725fd1dd5454676749a2a0e6cf
SRR32270740	SAMN46705646	C1320	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607952	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1035197400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/040/SRR32270740/SRR32270740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/040/SRR32270740/SRR32270740_2.fastq.gz	f0e685c2c1076675af48d41345984f35;698a215b4d3553766fa0723af6ecfcc0
SRR32270741	SAMN46705645	B7289	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607951	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1102522500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/041/SRR32270741/SRR32270741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/041/SRR32270741/SRR32270741_2.fastq.gz	68ee2fa4b1f9e268fcf06d02d2add23d;610c5281de2813ec2104f996cedd74fe
SRR32270742	SAMN46705644	B7051	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607950	PRJNA1219970	2104	Mycoplasmoides pneumoniae	337094100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/042/SRR32270742/SRR32270742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/042/SRR32270742/SRR32270742_2.fastq.gz	d8fa13fdc5c46d72a976be351c6a80fd;511a92780cc7a9288dfaa34aa09d783c
SRR32270743	SAMN46705643	B6113	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607949	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1874865300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/043/SRR32270743/SRR32270743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/043/SRR32270743/SRR32270743_2.fastq.gz	e1d7094f557cd0773b7ac452d5a0d6b1;b77ad4b72f47efae01056830b189cd94
SRR32270744	SAMN46705642	B6110	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607948	PRJNA1219970	2104	Mycoplasmoides pneumoniae	290120400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/044/SRR32270744/SRR32270744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/044/SRR32270744/SRR32270744_2.fastq.gz	0cd872d99c4261fd45f5c0b4a55b8bcd;ee2f91f7b5463ccb6af1871b2d5cf711
SRR32270745	SAMN46705641	B3655	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607947	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2544720000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/045/SRR32270745/SRR32270745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/045/SRR32270745/SRR32270745_2.fastq.gz	e256892a24349df054c4ecbc06d5c047;02c2bddb2689accdc38eebe773d51429
SRR32270746	SAMN46705578	A1196	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607946	PRJNA1219970	2104	Mycoplasmoides pneumoniae	329165100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/046/SRR32270746/SRR32270746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/046/SRR32270746/SRR32270746_2.fastq.gz	fb4ac76aefe263c2dfe2d40f48651ac8;f2b94e5110fa03f56ea0cdbb8243ea51
SRR32270747	SAMN46705640	B3582	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607945	PRJNA1219970	2104	Mycoplasmoides pneumoniae	185123400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/047/SRR32270747/SRR32270747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/047/SRR32270747/SRR32270747_2.fastq.gz	f3caa0b75c9b26db487383dce7774b5c;8124dd31df4288f8b1f79f06054b7a86
SRR32270748	SAMN46705639	B3576	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607944	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2053356600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/048/SRR32270748/SRR32270748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/048/SRR32270748/SRR32270748_2.fastq.gz	d0e4b39076f9b8e3dbde6a792baec228;af432f6540e67e5c20c3dea9aa401329
SRR32270749	SAMN46705638	B3295	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607943	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1666221300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/049/SRR32270749/SRR32270749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/049/SRR32270749/SRR32270749_2.fastq.gz	e3f98d28d0b9c6451204b89a76d430a7;e334d853f4597b31bfe95b7354cdba75
SRR32270750	SAMN46705637	B3165	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607942	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2366980200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/050/SRR32270750/SRR32270750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/050/SRR32270750/SRR32270750_2.fastq.gz	987b1b182028f64858e45e0ce99ca624;7e0434ec9fa805d9875e3a343b6f0a95
SRR32270751	SAMN46705636	B3132	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607941	PRJNA1219970	2104	Mycoplasmoides pneumoniae	781434300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/051/SRR32270751/SRR32270751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/051/SRR32270751/SRR32270751_2.fastq.gz	30dd03d10a612b87aca71fb648e8763e;11b88c9426c5a6e78c0c202101b3cae2
SRR32270752	SAMN46705635	B3038	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607940	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2955820500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/052/SRR32270752/SRR32270752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/052/SRR32270752/SRR32270752_2.fastq.gz	e0215c3b1a826d21da7da58afe4abbe1;9212470ee2db2c796c80b4de38ec3112
SRR32270753	SAMN46705634	B2971	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607939	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1693833000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/053/SRR32270753/SRR32270753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/053/SRR32270753/SRR32270753_2.fastq.gz	b0fab7d83a75d109b714d587e6c142e4;5788e6ac33efcc0bbb14daacbdc01189
SRR32270754	SAMN46705633	B2839	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607938	PRJNA1219970	2104	Mycoplasmoides pneumoniae	267100200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/054/SRR32270754/SRR32270754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/054/SRR32270754/SRR32270754_2.fastq.gz	e2e45129eebeaa04a6db8d12ff113827;dac01301679752db9047d3ee523a0a70
SRR32270755	SAMN46705632	B2755	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607937	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1074554100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/055/SRR32270755/SRR32270755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/055/SRR32270755/SRR32270755_2.fastq.gz	c0d4ca7cf68d80b28b1dc8c851df7d24;f893967d38384effa521694e04ece03e
SRR32270756	SAMN46705631	B2235	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607936	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1268556600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/056/SRR32270756/SRR32270756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/056/SRR32270756/SRR32270756_2.fastq.gz	4b1cc8c9492ab4b6b32e3fc3750f9e80;ca607167d56d62385fa34429154574cd
SRR32270757	SAMN46705577	A1195	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607935	PRJNA1219970	2104	Mycoplasmoides pneumoniae	561426300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/057/SRR32270757/SRR32270757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/057/SRR32270757/SRR32270757_2.fastq.gz	16af0d26cb432dc92f66d6db832eac46;d8a7a5ed625e5a984bf92e5870e64b16
SRR32270758	SAMN46705630	B2220	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607934	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2330228100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/058/SRR32270758/SRR32270758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/058/SRR32270758/SRR32270758_2.fastq.gz	2c277784afe9a6945da77ca8dea1d000;dd7b0dcd36268a17b5ca5db82d269312
SRR32270759	SAMN46705629	B2200	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607933	PRJNA1219970	2104	Mycoplasmoides pneumoniae	8103402900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/059/SRR32270759/SRR32270759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/059/SRR32270759/SRR32270759_2.fastq.gz	ee3705843bd8bf67942bf917486cb641;a243bfbcdad6d2553a8f05fce5469894
SRR32270760	SAMN46705628	B2053	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607932	PRJNA1219970	2104	Mycoplasmoides pneumoniae	215124900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/060/SRR32270760/SRR32270760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/060/SRR32270760/SRR32270760_2.fastq.gz	328e6c3ee126d053c5f7b038c11d625c;574d87cd828ce950ec81e7d44d708588
SRR32270761	SAMN46705627	B1916	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607931	PRJNA1219970	2104	Mycoplasmoides pneumoniae	354135300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/061/SRR32270761/SRR32270761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/061/SRR32270761/SRR32270761_2.fastq.gz	9b45b03d79f8f1c8ca1f35063ad5e4c4;5d683a3f0b5868d2348ef237ee8d99fb
SRR32270762	SAMN46705626	B1772	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607930	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1268662800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/062/SRR32270762/SRR32270762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/062/SRR32270762/SRR32270762_2.fastq.gz	207209ae1aa4a6e34283fb1ad5491375;611198a824c3b004da14e197f63c85cb
SRR32270763	SAMN46705625	B1757	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607929	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1575048900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/063/SRR32270763/SRR32270763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/063/SRR32270763/SRR32270763_2.fastq.gz	bea4f34310c641c13ab7e1442a2a4e81;413250198ab63e27b4fe0cddefb0269a
SRR32270764	SAMN46705624	A9895	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607928	PRJNA1219970	2104	Mycoplasmoides pneumoniae	652029600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/064/SRR32270764/SRR32270764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/064/SRR32270764/SRR32270764_2.fastq.gz	53597e0715c3b55fb2b86521127c45bd;9f44e1c14fbb59aba824591a196d7889
SRR32270765	SAMN46705623	A987	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607927	PRJNA1219970	2104	Mycoplasmoides pneumoniae	568418100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/065/SRR32270765/SRR32270765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/065/SRR32270765/SRR32270765_2.fastq.gz	c7561e0cec34d2f335b1c487309d91ba;9b7e0029452cff864abb2bc8bd2a5ebe
SRR32270766	SAMN46705622	A9849	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607926	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1248798600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/066/SRR32270766/SRR32270766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/066/SRR32270766/SRR32270766_2.fastq.gz	73480f120636b5dd99a92dc8e3e725a3;9d1483f1da720ff7715617740b415747
SRR32270767	SAMN46705621	A9635	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607925	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1166358900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/067/SRR32270767/SRR32270767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/067/SRR32270767/SRR32270767_2.fastq.gz	dcf00998a9eb5b8eec2dc36170f575c9;5700d1324172e136efb61ebd412258d3
SRR32270768	SAMN46705576	A1188	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607924	PRJNA1219970	2104	Mycoplasmoides pneumoniae	997673100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/068/SRR32270768/SRR32270768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/068/SRR32270768/SRR32270768_2.fastq.gz	3c9f17a675be10713a106d809af78fdc;61984fe9cf2ed036905da75a99501ab2
